ID,State,City,Locality,Property_Type,BHK,Size_in_SqFt,Price_in_Lakhs,Price_per_SqFt,Year_Built,Furnished_Status,Floor_No,Total_Floors,Age_of_Property,Nearby_Schools,Nearby_Hospitals,Public_Transport_Accessibility,Parking_Space,Security,Amenities,Facing,Owner_Type,Availability_Status,Floor_Ratio,School_Density_Score,Infra_Score,Amenity_Score,RERA_Ready,Future_Price_5Y,Good_Investment,State_enc,City_enc,Locality_enc,Property_Type_enc,Furnished_Status_enc,Facing_enc,Owner_Type_enc,Availability_Status_enc,Security_enc,Amenities_enc
535,Rajasthan,Jaipur,Thane,Studio,4,2040,143.64,7041.18,2011,Semi-Furnished,21.0,28,13,4.0,6,2,0,CCTV,All,North,Individual,Available,0.7241379310344828,88.0,3.8,5,1,250.89,1,4,8,13,3,1,1,2,0,0,0
536,Maharashtra,Pune,Andheri,Apartment,4,1664,133.17,8003.0,1999,Semi-Furnished,21.0,27,25,8.0,0,6,3,Guard,All,East,Agent,Under Construction,0.75,80.0,4.800000000000001,5,0,243.19,1,3,17,0,0,1,0,0,2,2,0
537,Karnataka,Mysore,Electronic City,House,3,1523,147.38,9676.95,2019,Semi-Furnished,11.0,14,5,8.0,0,4,3,CCTV,Gym+Pool,West,Builder,Available,0.7333333333333333,80.0,4.0,4,1,259.73,1,2,14,2,1,1,5,1,0,0,3
538,West Bengal,Kolkata,Satellite,Apartment,3,1507,68.22,4526.87,2002,Semi-Furnished,20.0,23,22,6.0,5,2,0,Guard,Gym,North,Individual,Available,0.8333333333333334,100.0,4.1,2,1,120.76,1,7,11,12,0,1,1,2,0,2,2
539,Rajasthan,Udaipur,Banjara Hills,House,2,987,64.85,6570.42,1992,Semi-Furnished,3.0,9,32,7.0,6,9,1,Gated,Gym+Pool,South-West,Builder,Available,0.3,118.0,7.5,4,1,133.3,1,4,21,1,1,1,4,1,0,1,3
540,Karnataka,Hubli,Gomti Nagar,Apartment,1,523,29.91,5718.93,1998,Semi-Furnished,16.0,21,26,6.0,2,6,1,Gated,All,South-West,Individual,Sold,0.7272727272727273,76.0,4.8,5,0,54.62,1,2,6,4,0,1,4,2,1,1,0
541,West Bengal,Howrah,Indiranagar,Apartment,4,1662,119.74,7204.57,1997,Semi-Furnished,22.0,27,27,9.0,2,5,2,CCTV,Gym+Pool,North-East,Agent,Available,0.7857142857142857,106.0,5.299999999999999,4,1,223.56,1,7,5,6,0,1,2,0,0,0,3
542,Delhi,Dwarka,Whitefield,Villa,2,826,62.37,7550.85,2008,Semi-Furnished,11.0,19,16,5.0,3,7,1,,Pool,West,Builder,Under Construction,0.55,74.0,5.200000000000001,3,0,115.93,1,0,4,14,4,1,5,1,2,3,4
543,Delhi,New Delhi,Satellite,Apartment,4,1993,302.55,15180.63,1996,Semi-Furnished,15.0,18,28,6.0,4,8,1,,All,South-West,Individual,Available,0.7894736842105263,92.0,6.2,5,1,587.66,1,0,16,12,0,1,4,2,0,3,0
544,Telangana,Warangal,Jubilee Hills,Apartment,2,707,49.43,6991.51,2016,Semi-Furnished,5.0,7,8,6.0,7,7,0,Gated,All,South-West,Agent,Available,0.625,116.0,6.699999999999999,5,1,98.13,1,6,23,7,0,1,4,0,0,1,0
545,Delhi,Dwarka,Thane,Penthouse,1,484,43.98,9086.78,2021,Semi-Furnished,20.0,25,3,5.0,5,7,0,Gated,Clubhouse,West,Builder,Sold,0.7692307692307693,90.0,5.800000000000001,2,0,83.94,0,0,4,13,2,1,5,1,1,1,1
546,Rajasthan,Jodhpur,Powai,Apartment,2,918,97.33,10602.4,2000,Fully Furnished,13.0,18,24,7.0,2,7,1,Guard,Clubhouse,North-East,Individual,Available,0.6842105263157895,86.0,5.5,2,1,183.33,0,4,9,10,0,0,2,2,0,2,1
547,Karnataka,Hubli,HSR Layout,Apartment,2,711,60.25,8473.98,2014,Semi-Furnished,0.0,1,10,9.0,7,6,1,CCTV,Clubhouse,West,Individual,Available,0.0,146.0,7.199999999999999,2,1,122.24,0,2,6,5,0,1,5,2,0,0,1
548,Rajasthan,Udaipur,Whitefield,Apartment,2,816,68.69,8417.89,2012,Semi-Furnished,20.0,27,12,8.0,1,4,3,,Gym,East,Agent,Under Construction,0.7142857142857143,88.0,4.3,2,0,122.69,0,4,21,14,0,1,0,0,2,3,2
549,Gujarat,Surat,Banjara Hills,House,4,1753,73.84,4212.21,2020,Semi-Furnished,16.0,25,4,0.0,4,3,3,CCTV,Clubhouse,East,Builder,Under Construction,0.6153846153846154,32.0,2.4000000000000004,2,0,121.1,1,1,20,1,1,1,0,1,2,0,1
550,Maharashtra,Pune,Satellite,Villa,4,1860,125.47,6745.7,2002,Unfurnished,3.0,10,22,1.0,5,6,3,,Gym,West,Individual,Sold,0.2727272727272727,50.0,4.2,2,0,223.1,1,3,17,12,4,2,5,2,1,3,2
551,Karnataka,Hubli,Whitefield,Apartment,4,1770,191.93,10843.5,2011,Semi-Furnished,4.0,8,13,0.0,7,7,3,CCTV,All,South-West,Individual,Available,0.4444444444444444,56.0,4.9,5,1,352.06,1,2,6,14,0,1,4,2,0,0,0
552,Telangana,Warangal,Electronic City,Penthouse,2,965,76.39,7916.06,1998,Semi-Furnished,10.0,15,26,8.0,0,1,0,,All,South-West,Builder,Available,0.625,80.0,2.8,5,1,127.57,0,6,23,2,2,1,4,1,0,3,0
553,Rajasthan,Jaipur,Gomti Nagar,Apartment,3,1060,102.01,9623.58,1996,Semi-Furnished,7.0,16,28,8.0,7,3,3,Guard,All,North-East,Builder,Available,0.4117647058823529,136.0,5.7,5,1,193.84,1,4,8,4,0,1,2,1,0,2,0
554,Delhi,Rohini,Indiranagar,Apartment,3,1441,70.69,4905.62,2006,Semi-Furnished,7.0,11,18,9.0,7,5,1,CCTV,Gym,North-East,Builder,Sold,0.5833333333333334,146.0,6.799999999999999,2,0,140.95,1,0,18,6,0,1,2,1,1,0,2
555,West Bengal,Kolkata,Powai,Villa,3,1100,72.81,6619.09,2008,Semi-Furnished,0.0,1,16,5.0,2,6,0,Guard,Gym+Pool,East,Builder,Available,0.0,66.0,4.5,4,1,131.21,1,7,11,10,4,1,0,1,0,2,3
556,Rajasthan,Udaipur,Electronic City,Penthouse,3,1442,149.5,10367.55,1996,Fully Furnished,15.0,22,28,1.0,3,6,2,CCTV,Gym,West,Builder,Available,0.6521739130434783,34.0,3.6,2,1,258.8,0,4,21,2,2,0,5,1,0,0,2
557,Gujarat,Ahmedabad,Indiranagar,Apartment,2,855,35.93,4202.34,2019,Unfurnished,3.0,5,5,7.0,1,7,2,Gated,Pool,South-West,Agent,Available,0.5,78.0,5.2,3,1,66.79,1,1,0,6,0,2,4,0,0,1,4
558,West Bengal,Howrah,Satellite,Apartment,2,652,73.94,11340.49,2013,Semi-Furnished,15.0,23,11,5.0,5,2,1,Guard,All,East,Individual,Sold,0.625,90.0,3.8,5,0,129.15,0,7,5,12,0,1,0,2,1,2,0
559,Telangana,Karimnagar,Gomti Nagar,House,4,1828,70.99,3883.48,2022,Fully Furnished,24.0,31,2,5.0,7,2,2,CCTV,All,South,Builder,Under Construction,0.75,106.0,4.4,5,0,127.36,1,6,10,4,1,0,3,1,2,0,0
560,Delhi,Rohini,Salt Lake,Apartment,1,720,31.45,4368.06,1999,Fully Furnished,23.0,31,25,4.0,0,4,3,,Clubhouse,South-West,Individual,Under Construction,0.71875,40.0,2.8,2,0,52.52,0,0,18,11,0,0,4,2,2,3,1
561,Rajasthan,Jodhpur,Satellite,Apartment,2,947,51.07,5392.82,2018,Semi-Furnished,11.0,18,6,2.0,7,1,2,Guard,Gym+Pool,South-West,Builder,Under Construction,0.5789473684210527,76.0,3.1,4,0,86.44,1,4,9,12,0,1,4,1,2,2,3
562,Rajasthan,Jodhpur,Thane,Apartment,3,1296,143.96,11108.02,1990,Semi-Furnished,5.0,13,34,5.0,3,1,0,CCTV,Gym+Pool,West,Builder,Available,0.35714285714285715,74.0,2.8,4,1,240.4,1,4,9,13,0,1,5,1,0,0,3
563,Maharashtra,Nagpur,Electronic City,Apartment,4,1881,151.2,8038.28,1994,Semi-Furnished,9.0,11,30,4.0,7,6,2,CCTV,Gym,South-West,Builder,Available,0.75,96.0,5.700000000000001,2,1,287.31,1,3,15,2,0,1,4,1,0,0,2
564,Karnataka,Mysore,Electronic City,House,3,1323,81.21,6138.32,1994,Semi-Furnished,24.0,25,30,4.0,1,9,1,Guard,All,East,Individual,Available,0.9230769230769231,48.0,5.1,5,1,150.29,1,2,14,2,1,1,0,2,0,2,0
565,Karnataka,Bangalore,HSR Layout,Apartment,2,750,106.3,14173.33,2006,Semi-Furnished,4.0,8,18,2.0,4,3,3,CCTV,Pool,East,Builder,Available,0.4444444444444444,52.0,3.0,3,1,179.12,0,2,1,5,0,1,0,1,0,0,4
566,Maharashtra,Pune,Powai,House,3,1210,54.48,4502.48,2014,Fully Furnished,14.0,18,10,3.0,6,4,1,CCTV,Gym+Pool,South-West,Individual,Under Construction,0.7368421052631579,78.0,4.3,4,0,97.31,1,3,17,10,1,0,4,2,2,0,3
567,West Bengal,Siliguri,Gachibowli,Villa,5,2565,193.63,7548.93,1992,Semi-Furnished,16.0,21,32,1.0,2,6,2,Gated,Clubhouse,South-West,Agent,Sold,0.7272727272727273,26.0,3.3000000000000003,2,0,330.71,0,7,19,3,4,1,4,0,1,1,1
568,Tamil Nadu,Madurai,Gomti Nagar,Villa,4,1618,173.06,10695.92,1993,Semi-Furnished,0.0,8,31,3.0,5,3,2,Gated,Pool,South-West,Builder,Available,0.0,70.0,3.6,3,1,299.58,1,5,12,4,4,1,4,1,0,1,4
569,Tamil Nadu,Madurai,Whitefield,Penthouse,3,1233,45.13,3660.18,2000,Semi-Furnished,20.0,22,24,5.0,2,6,3,Gated,All,South,Builder,Available,0.8695652173913043,66.0,4.5,5,1,81.33,1,5,12,14,2,1,3,1,0,1,0
570,Gujarat,Ahmedabad,HSR Layout,Apartment,3,1555,95.24,6124.76,2019,Unfurnished,18.0,22,5,5.0,2,9,3,Guard,Gym,North-East,Builder,Under Construction,0.782608695652174,66.0,5.699999999999999,2,0,180.98,1,1,0,5,0,2,2,1,2,2,2
571,West Bengal,Siliguri,HSR Layout,Villa,5,2090,193.5,9258.37,1996,Unfurnished,15.0,22,28,4.0,7,9,3,Gated,Gym+Pool,North,Individual,Available,0.6521739130434783,96.0,6.9,4,1,387.51,1,7,19,5,4,2,1,2,0,1,3
572,Gujarat,Ahmedabad,Gachibowli,Apartment,4,1696,195.16,11507.08,2002,Semi-Furnished,13.0,15,22,0.0,4,6,0,,Gym,South-West,Agent,Sold,0.8125,32.0,3.6000000000000005,2,0,337.84,0,1,0,3,0,1,4,0,1,3,2
573,Delhi,New Delhi,Kondapur,Apartment,2,894,147.18,16463.09,1993,Unfurnished,4.0,10,31,0.0,0,4,3,,Pool,North,Agent,Available,0.36363636363636365,0.0,1.6,3,1,232.76,0,0,16,8,0,2,1,0,0,3,4
574,Tamil Nadu,Coimbatore,Banjara Hills,Studio,3,1588,65.61,4131.61,2005,Semi-Furnished,5.0,8,19,6.0,1,6,3,Gated,All,North,Builder,Under Construction,0.5555555555555556,68.0,4.5,5,0,118.23,1,5,3,1,3,1,1,1,2,1,0
575,Telangana,Hyderabad,Indiranagar,Studio,2,1197,166.99,13950.71,1992,Fully Furnished,15.0,19,32,0.0,0,5,1,Gated,Pool,East,Individual,Sold,0.75,0.0,2.0,3,0,268.94,0,6,7,6,3,0,0,2,1,1,4
576,Delhi,New Delhi,Electronic City,Villa,3,1283,107.54,8381.92,2016,Unfurnished,6.0,9,8,8.0,5,5,3,CCTV,All,West,Builder,Available,0.6,120.0,5.9,5,1,206.15,1,0,16,2,4,2,5,1,0,0,0
577,West Bengal,Howrah,Indiranagar,House,2,883,83.09,9409.97,2016,Fully Furnished,17.0,21,8,0.0,2,9,2,,Clubhouse,South,Individual,Sold,0.7727272727272727,16.0,4.2,2,0,147.75,0,7,5,6,1,0,3,2,1,3,1
578,Telangana,Warangal,Banjara Hills,Villa,5,2222,266.38,11988.3,2012,Unfurnished,24.0,32,12,5.0,6,9,1,Guard,Pool,North,Individual,Available,0.7272727272727273,98.0,6.8999999999999995,3,1,533.46,1,6,23,1,4,2,1,2,0,2,4
579,Tamil Nadu,Madurai,Andheri,Villa,2,851,46.59,5474.74,2010,Semi-Furnished,3.0,8,14,6.0,5,9,1,,All,West,Individual,Available,0.3333333333333333,100.0,6.9,5,1,93.3,1,5,12,0,4,1,5,2,0,3,0
580,Telangana,Karimnagar,Banjara Hills,Apartment,3,1174,92.73,7898.64,1994,Fully Furnished,23.0,30,30,1.0,6,1,0,,Pool,North-East,Agent,Under Construction,0.7419354838709677,58.0,2.5,3,0,152.77,0,6,10,1,0,0,2,0,2,3,4
581,Delhi,Dwarka,Salt Lake,House,2,740,44.61,6028.38,2011,Fully Furnished,4.0,8,13,5.0,5,6,1,Gated,Pool,South-West,Builder,Available,0.4444444444444444,90.0,5.4,3,1,83.66,1,0,4,11,1,0,4,1,0,1,4
582,Karnataka,Bangalore,Gachibowli,Apartment,3,1503,182.1,12115.77,2016,Semi-Furnished,23.0,32,8,4.0,2,1,0,,Gym+Pool,West,Builder,Available,0.696969696969697,56.0,2.2,4,1,295.95,1,2,1,3,0,1,5,1,0,3,3
583,Karnataka,Bangalore,Powai,House,3,1469,151.25,10296.12,2022,Unfurnished,22.0,28,2,4.0,7,7,2,,Gym+Pool,South,Individual,Available,0.7586206896551724,96.0,6.1,4,1,292.5,1,2,1,10,1,2,3,2,0,3,3
584,Karnataka,Bangalore,Thane,House,2,822,44.93,5465.94,2005,Fully Furnished,20.0,28,19,3.0,6,4,3,Gated,Gym,North-East,Individual,Under Construction,0.6896551724137931,78.0,4.3,2,0,80.25,0,2,1,13,1,0,2,2,2,1,2
585,Rajasthan,Jodhpur,Banjara Hills,Apartment,3,1230,142.43,11579.67,2001,Semi-Furnished,16.0,21,23,5.0,6,7,1,Guard,All,South-West,Builder,Available,0.7272727272727273,98.0,6.1000000000000005,5,1,275.44,1,4,9,1,0,1,4,1,0,2,0
586,West Bengal,Siliguri,Banjara Hills,House,3,1384,70.68,5106.94,1999,Semi-Furnished,15.0,17,25,0.0,5,4,1,Gated,Gym+Pool,East,Individual,Available,0.8333333333333334,40.0,3.1,4,1,119.64,1,7,19,1,1,1,0,2,0,1,3
587,Delhi,Dwarka,Salt Lake,Apartment,3,1242,45.68,3677.94,2000,Unfurnished,8.0,17,24,6.0,7,3,0,Guard,All,West,Builder,Available,0.4444444444444444,116.0,5.1,5,1,84.54,1,0,4,11,0,2,5,1,0,2,0
588,Rajasthan,Udaipur,Gomti Nagar,Apartment,4,1692,73.32,4333.33,1990,Fully Furnished,2.0,4,34,1.0,5,2,0,CCTV,All,South,Individual,Available,0.4,50.0,2.6,5,1,121.34,1,4,21,4,0,0,3,2,0,0,0
589,Karnataka,Hubli,Whitefield,Apartment,3,1010,64.56,6392.08,2022,Semi-Furnished,3.0,11,2,0.0,2,2,0,CCTV,All,South,Individual,Under Construction,0.25,16.0,1.4,5,0,101.17,1,2,6,14,0,1,3,2,2,0,0
590,Karnataka,Mysore,Kondapur,House,1,545,29.32,5379.82,2010,Fully Furnished,15.0,21,14,2.0,0,5,0,,All,South-West,Individual,Available,0.6818181818181818,20.0,2.6,5,1,48.52,1,2,14,8,1,0,4,2,0,3,0
591,West Bengal,Kolkata,Electronic City,Apartment,2,1041,50.0,4803.07,2019,Unfurnished,20.0,28,5,8.0,3,7,3,Guard,Pool,South,Builder,Available,0.6896551724137931,104.0,6.1,3,1,96.69,1,7,11,2,0,2,3,1,0,2,4
592,Delhi,Rohini,Whitefield,Apartment,3,1504,142.09,9447.47,2013,Semi-Furnished,20.0,27,11,0.0,1,1,0,,All,South-West,Individual,Sold,0.7142857142857143,8.0,0.7,5,0,215.63,0,0,18,14,0,1,4,2,1,3,0
593,Gujarat,Vadodara,Andheri,Apartment,3,1114,95.36,8560.14,2011,Unfurnished,16.0,20,13,7.0,2,5,1,Gated,Clubhouse,East,Agent,Available,0.7619047619047619,86.0,4.699999999999999,2,1,173.37,1,1,22,0,0,2,0,0,0,1,1
594,Gujarat,Ahmedabad,Electronic City,Apartment,1,300,26.26,8753.33,1999,Fully Furnished,1.0,8,25,5.0,1,5,2,Gated,Gym,North,Agent,Available,0.1111111111111111,58.0,3.8,2,1,45.87,1,1,0,2,0,0,1,0,0,1,2
595,West Bengal,Howrah,Electronic City,House,4,1918,216.7,11298.23,1992,Semi-Furnished,12.0,7,32,4.0,0,4,2,,Clubhouse,South-West,Individual,Available,1.5,40.0,2.8,2,1,361.87,0,7,5,2,1,1,4,2,0,3,1
596,Maharashtra,Pune,Thane,Villa,3,1312,146.24,11146.34,2011,Semi-Furnished,20.0,24,13,7.0,1,7,3,,Gym+Pool,North-East,Individual,Available,0.8,78.0,5.2,4,1,271.83,1,3,17,13,4,1,2,2,0,3,3
597,Telangana,Karimnagar,Electronic City,Apartment,3,1266,115.31,9108.21,2003,Unfurnished,12.0,23,21,2.0,7,4,3,Gated,Gym+Pool,North,Agent,Under Construction,0.5,76.0,4.300000000000001,4,0,205.95,0,6,10,2,0,2,1,0,2,1,3
598,Delhi,Rohini,HSR Layout,Apartment,2,851,29.98,3522.91,1999,Semi-Furnished,23.0,25,25,5.0,0,1,1,Gated,Clubhouse,South,Builder,Available,0.8846153846153846,50.0,1.9,2,1,48.06,1,0,18,5,0,1,3,1,0,1,1
599,Delhi,Rohini,Whitefield,Villa,4,1808,183.01,10122.23,1997,Unfurnished,13.0,18,27,9.0,3,8,3,Guard,Clubhouse,South-West,Individual,Available,0.6842105263157895,114.0,6.800000000000001,2,1,364.91,1,0,18,14,4,2,4,2,0,2,1
600,Rajasthan,Jodhpur,Salt Lake,House,3,1183,110.42,9333.9,1998,Unfurnished,2.0,10,26,5.0,3,9,0,Guard,All,South,Individual,Under Construction,0.18181818181818182,74.0,6.0,5,0,212.6,1,4,9,11,1,2,3,2,2,2,0
601,Maharashtra,Nagpur,Indiranagar,Apartment,2,1136,61.16,5383.8,2001,Fully Furnished,18.0,19,23,0.0,7,9,0,Gated,Pool,East,Individual,Sold,0.9,56.0,5.7,3,0,116.22,1,3,15,6,0,0,0,2,1,1,4
602,Tamil Nadu,Madurai,Jubilee Hills,Villa,4,1792,212.91,11881.14,1997,Semi-Furnished,17.0,18,27,1.0,0,5,2,Gated,Gym+Pool,South,Builder,Sold,0.8947368421052632,10.0,2.3,4,0,347.6,0,5,12,7,4,1,3,1,1,1,3
603,Tamil Nadu,Chennai,Salt Lake,Apartment,3,1360,140.08,10300.0,2016,Semi-Furnished,7.0,8,8,0.0,0,9,3,,All,South,Individual,Available,0.7777777777777778,0.0,3.6,5,1,242.49,1,5,2,11,0,1,3,2,0,3,0
604,Delhi,New Delhi,Indiranagar,Villa,3,1456,281.11,19307.01,2019,Semi-Furnished,23.0,27,5,1.0,5,9,3,,Pool,East,Builder,Under Construction,0.8214285714285714,50.0,5.4,3,0,527.16,1,0,16,6,4,1,0,1,2,3,4
605,Tamil Nadu,Chennai,Whitefield,House,1,414,55.79,13475.85,2014,Semi-Furnished,2.0,6,10,9.0,3,5,1,CCTV,Gym+Pool,East,Agent,Sold,0.2857142857142857,114.0,5.6,4,0,105.55,0,5,2,14,1,1,0,0,1,0,3
606,Maharashtra,Mumbai,Banjara Hills,Apartment,4,1727,151.57,8776.49,2002,Fully Furnished,0.0,7,22,8.0,5,3,2,,Gym,West,Agent,Under Construction,0.0,120.0,5.1,2,0,280.5,1,3,13,1,0,0,5,0,2,3,2
607,Telangana,Hyderabad,Powai,Apartment,3,1682,262.87,15628.42,1996,Semi-Furnished,13.0,19,28,4.0,5,2,3,,Gym,West,Builder,Available,0.65,80.0,3.5,2,1,453.02,0,6,7,10,0,1,5,1,0,3,2
608,Gujarat,Surat,Gachibowli,House,3,1358,86.21,6348.31,2002,Semi-Furnished,12.0,20,22,9.0,1,9,2,Gated,Gym+Pool,South-West,Builder,Available,0.5714285714285714,98.0,6.6,4,1,170.4,1,1,20,3,1,1,4,1,0,1,3
609,Karnataka,Hubli,Koramangala,House,3,1387,162.24,11697.19,2005,Fully Furnished,12.0,16,19,6.0,6,7,3,CCTV,Gym+Pool,South-West,Agent,Under Construction,0.7058823529411765,108.0,6.3999999999999995,4,0,317.9,1,2,6,9,1,0,4,0,2,0,3
610,West Bengal,Kolkata,Electronic City,Villa,2,1090,118.03,10828.44,1998,Semi-Furnished,14.0,17,26,4.0,1,9,3,CCTV,Gym+Pool,South,Agent,Under Construction,0.7777777777777778,48.0,5.1,4,0,218.43,0,7,11,2,4,1,3,0,2,0,3
611,West Bengal,Siliguri,Koramangala,Apartment,4,1622,93.16,5743.53,2006,Semi-Furnished,14.0,16,18,4.0,0,8,0,CCTV,Gym,South,Individual,Under Construction,0.8235294117647058,40.0,4.4,2,0,167.13,1,7,19,9,0,1,3,2,2,0,2
612,Maharashtra,Nagpur,Whitefield,House,2,885,48.08,5432.77,2012,Unfurnished,22.0,31,12,6.0,7,1,3,,All,West,Individual,Available,0.6875,116.0,4.3,5,1,85.87,1,3,15,14,1,2,5,2,0,3,0
613,Delhi,Dwarka,Banjara Hills,Villa,3,1658,112.59,6790.71,2009,Fully Furnished,9.0,17,15,3.0,2,7,0,CCTV,Pool,West,Builder,Under Construction,0.5,46.0,4.3,3,0,201.09,1,0,4,1,4,0,5,1,2,0,4
614,Karnataka,Mysore,Indiranagar,Villa,3,1372,60.8,4431.49,1994,Unfurnished,17.0,19,30,5.0,0,5,2,Guard,Clubhouse,East,Individual,Available,0.85,50.0,3.5,2,1,104.78,1,2,14,6,4,2,0,2,0,2,1
615,Delhi,Rohini,Indiranagar,Apartment,5,2050,155.25,7573.17,2019,Fully Furnished,16.0,22,5,0.0,0,8,0,,Gym+Pool,North-East,Individual,Under Construction,0.6956521739130435,0.0,3.2,4,0,263.97,0,0,18,6,0,0,2,2,2,3,3
616,Karnataka,Bangalore,Gachibowli,House,5,2327,255.12,10963.47,2008,Semi-Furnished,11.0,15,16,8.0,2,6,3,Guard,All,South-West,Individual,Available,0.6875,96.0,5.4,5,1,478.42,1,2,1,3,1,1,4,2,0,2,0
617,West Bengal,Howrah,Salt Lake,Apartment,2,796,89.58,11253.77,2012,Fully Furnished,11.0,17,12,8.0,4,1,2,Guard,Clubhouse,North-East,Agent,Sold,0.6111111111111112,112.0,4.0,2,0,157.87,0,7,5,11,0,0,2,0,1,2,1
618,Telangana,Hyderabad,Whitefield,Villa,1,520,80.78,15534.62,1992,Fully Furnished,13.0,21,32,7.0,4,3,2,Guard,All,West,Agent,Sold,0.5909090909090909,102.0,4.5,5,0,145.57,0,6,7,14,4,0,5,0,1,2,0
619,Rajasthan,Jaipur,Whitefield,Villa,3,1574,125.57,7977.76,2006,Semi-Furnished,4.0,13,18,1.0,3,7,0,CCTV,Gym+Pool,East,Individual,Under Construction,0.2857142857142857,34.0,4.0,4,0,221.3,0,4,8,14,4,1,0,2,2,0,3
620,Telangana,Warangal,Andheri,Penthouse,5,2207,228.7,10362.48,1995,Unfurnished,13.0,17,29,5.0,2,7,2,CCTV,Pool,East,Builder,Available,0.7222222222222222,66.0,4.9,3,1,419.5,1,6,23,0,2,2,0,1,0,0,4
621,West Bengal,Kolkata,Indiranagar,House,3,1363,130.68,9587.67,2007,Unfurnished,19.0,22,17,5.0,7,8,2,,Gym,West,Builder,Sold,0.8260869565217391,106.0,6.800000000000001,2,0,260.57,0,7,11,6,1,2,5,1,1,3,2
622,Rajasthan,Jodhpur,Kondapur,House,2,842,41.5,4928.74,2012,Unfurnished,1.0,9,12,6.0,0,6,3,CCTV,Gym,West,Builder,Under Construction,0.1,60.0,4.2,2,0,73.79,0,4,9,8,1,2,5,1,2,0,2
623,Gujarat,Ahmedabad,Thane,Apartment,3,1212,61.96,5112.21,1995,Fully Furnished,20.0,28,29,1.0,0,7,1,,All,North-East,Individual,Under Construction,0.6896551724137931,10.0,3.1,5,0,104.88,1,1,0,13,0,0,2,2,2,3,0
624,Maharashtra,Nagpur,Banjara Hills,Apartment,3,1347,99.85,7412.77,1993,Semi-Furnished,24.0,32,31,3.0,5,8,2,Gated,Gym+Pool,South,Individual,Sold,0.7272727272727273,70.0,5.6,4,0,188.9,1,3,15,1,0,1,3,2,1,1,3
625,Telangana,Hyderabad,Whitefield,House,4,1972,234.83,11908.22,2004,Semi-Furnished,20.0,26,20,3.0,7,8,3,Gated,Gym,West,Individual,Available,0.7407407407407407,86.0,6.199999999999999,2,1,456.13,1,6,7,14,1,1,5,2,0,1,2
626,Tamil Nadu,Chennai,Satellite,House,3,1359,108.58,7989.7,2004,Semi-Furnished,0.0,2,20,7.0,5,9,1,Guard,Clubhouse,North,Builder,Available,0.0,110.0,7.2,2,1,220.3,1,5,2,12,1,1,1,1,0,2,1
627,Telangana,Karimnagar,Banjara Hills,House,3,1080,75.52,6992.59,1999,Semi-Furnished,12.0,12,25,6.0,5,8,2,Gated,Gym,East,Individual,Available,0.9230769230769231,100.0,6.5,2,1,148.62,1,6,10,1,1,1,0,2,0,1,2
628,Telangana,Warangal,Salt Lake,Apartment,1,300,33.16,11053.33,2010,Unfurnished,10.0,14,14,4.0,4,5,2,,Gym+Pool,East,Builder,Under Construction,0.6666666666666666,72.0,4.4,4,0,59.49,0,6,23,11,0,2,0,1,2,3,3
629,Tamil Nadu,Coimbatore,Salt Lake,Studio,3,1548,117.09,7563.95,2012,Fully Furnished,16.0,22,12,7.0,6,2,1,Gated,All,North-East,Builder,Available,0.6956521739130435,118.0,4.7,5,1,212.88,1,5,3,11,3,0,2,1,0,1,0
630,Karnataka,Hubli,Satellite,Apartment,2,1025,112.12,10938.54,1997,Semi-Furnished,21.0,26,27,1.0,0,1,2,Gated,Clubhouse,North,Individual,Available,0.7777777777777778,10.0,0.7,2,1,170.15,0,2,6,12,0,1,1,2,0,1,1
631,Rajasthan,Udaipur,Andheri,House,3,1245,131.56,10567.07,2016,Unfurnished,6.0,10,8,2.0,5,9,2,,Pool,South,Agent,Sold,0.5454545454545454,60.0,5.7,3,0,249.99,1,4,21,0,1,2,3,0,1,3,4
632,Karnataka,Bangalore,Koramangala,Penthouse,4,1970,364.86,18520.81,2019,Semi-Furnished,21.0,28,5,0.0,3,7,3,,All,North,Agent,Available,0.7241379310344828,24.0,3.7,5,1,634.44,1,2,1,9,2,1,1,0,0,3,0
633,Maharashtra,Pune,Electronic City,Apartment,4,1998,220.66,11044.04,2017,Semi-Furnished,19.0,20,7,9.0,4,1,1,CCTV,Gym+Pool,South,Agent,Available,0.9047619047619048,122.0,4.3,4,1,394.11,1,3,17,2,0,1,3,0,0,0,3
634,Maharashtra,Mumbai,Koramangala,Apartment,3,1429,99.79,6983.21,2012,Semi-Furnished,10.0,16,12,5.0,1,5,2,Guard,Clubhouse,North,Individual,Available,0.5882352941176471,58.0,3.8,2,1,174.3,1,3,13,9,0,1,1,2,0,2,1
635,West Bengal,Siliguri,Andheri,Apartment,1,300,18.09,6030.0,2010,Semi-Furnished,15.0,16,14,4.0,7,8,2,Gated,All,West,Individual,Under Construction,0.8823529411764706,96.0,6.5,5,0,35.6,1,7,19,0,0,1,5,2,2,1,0
636,Telangana,Hyderabad,Gachibowli,Studio,1,722,53.33,7386.43,2015,Semi-Furnished,0.0,9,9,3.0,4,2,1,Guard,Gym+Pool,North-East,Individual,Under Construction,0.0,62.0,2.9,4,0,89.46,1,6,7,3,3,1,2,2,2,2,3
637,Rajasthan,Jaipur,Banjara Hills,Studio,4,1691,165.48,9785.93,2019,Fully Furnished,24.0,28,5,0.0,1,8,1,Gated,Gym+Pool,South-West,Builder,Available,0.8275862068965517,8.0,3.5,4,1,285.18,1,4,8,1,3,0,4,1,0,1,3
