ID,State,City,Locality,Property_Type,BHK,Size_in_SqFt,Price_in_Lakhs,Price_per_SqFt,Year_Built,Furnished_Status,Floor_No,Total_Floors,Age_of_Property,Nearby_Schools,Nearby_Hospitals,Public_Transport_Accessibility,Parking_Space,Security,Amenities,Facing,Owner_Type,Availability_Status
681,Karnataka,Hubli,Powai,Apartment,3,1259,126.2,10023.83,2018,Fully Furnished,0.0,5,6,1.0,7,4,0,Guard,Gym,North-East,Individual,Available
682,Delhi,Dwarka,Thane,House,1,524,22.4,4274.81,2014,Semi-Furnished,20.0,25,10,6.0,5,2,2,CCTV,Pool,North-East,Agent,Available
683,Gujarat,Vadodara,Whitefield,Apartment,3,1226,49.28,4019.58,2002,Semi-Furnished,14.0,22,22,8.0,4,7,1,None,Gym,,Builder,Available
684,Telangana,Karimnagar,Powai,House,3,1455,77.07,5296.91,2004,Fully Furnished,18.0,26,20,3.0,5,8,0,CCTV,Gym,West,Individual,Sold
685,Rajasthan,Jodhpur,Andheri,Apartment,4,1524,138.29,9074.15,2005,Semi-Furnished,9.0,10,19,3.0,2,5,3,None,All,North-East,Agent,Available
686,Telangana,Hyderabad,Kondapur,Apartment,3,1392,92.16,6620.69,1995,Fully Furnished,8.0,9,29,9.0,5,6,0,CCTV,Gym+Pool,East,Individual,Under Construction
687,Telangana,Warangal,Electronic City,Penthouse,3,1295,83.49,6447.1,2011,Semi-Furnished,6.0,15,13,4.0,7,4,2,Gated,Clubhouse,South,Individual,Under Construction
688,Rajasthan,Jaipur,Banjara Hills,House,3,1653,93.29,5643.68,2004,Semi-Furnished,13.0,16,20,9.0,7,6,1,None,Pool,North,Individual,Available
689,Rajasthan,Jaipur,Jubilee Hills,Apartment,2,1206,80.38,6665.01,2000,Fully Furnished,21.0,30,24,2.0,6,9,3,Guard,None,South-West,Individual,Available
690,Karnataka,Mysore,Satellite,Villa,3,1552,74.56,4804.12,1993,Fully Furnished,4.0,12,31,0.0,3,6,2,CCTV,Gym+Pool,East,Agent,Available
691,Delhi,New Delhi,Salt Lake,Villa,4,1693,93.73,5536.33,2001,Fully Furnished,,21,23,1.0,6,5,3,CCTV,None,East,Individual,Available
692,Rajasthan,Udaipur,Koramangala,Apartment,2,1007,77.49,7695.13,2017,Unfurnished,7.0,14,7,9.0,4,8,2,Gated,Clubhouse,South,Individual,Under Construction
693,Telangana,Karimnagar,Andheri,Villa,3,1334,78.38,5875.56,1992,Fully Furnished,4.0,13,32,2.0,3,6,2,Gated,Clubhouse,East,Individual,Sold
694,Rajasthan,Jaipur,Salt Lake,Villa,1,607,67.71,11154.86,2010,Unfurnished,0.0,9,14,8.0,7,5,1,CCTV,Gym+Pool,North,Builder,Available
695,Rajasthan,Udaipur,Thane,Apartment,5,2147,91.56,4264.56,1996,Semi-Furnished,15.0,22,28,6.0,2,7,2,CCTV,Clubhouse,East,Agent,Available
696,Gujarat,Surat,Thane,Penthouse,2,831,96.0,11552.35,2007,Semi-Furnished,17.0,21,17,5.0,2,6,0,None,Gym,North-East,Builder,Available
697,Maharashtra,Mumbai,Satellite,House,2,697,77.26,11084.65,2003,Fully Furnished,19.0,28,21,9.0,0,8,3,Gated,Pool,North-East,Agent,Under Construction
698,Tamil Nadu,Chennai,Banjara Hills,House,3,1304,71.66,5495.4,1991,Semi-Furnished,16.0,18,33,4.0,0,9,1,CCTV,None,East,Individual,Under Construction
699,Tamil Nadu,Chennai,Gachibowli,House,4,1805,140.58,7788.37,2007,Fully Furnished,15.0,23,17,5.0,7,4,2,Gated,None,East,Builder,Under Construction
700,Telangana,Hyderabad,Electronic City,Apartment,2,579,84.43,14582.04,2012,Semi-Furnished,14.0,21,12,7.0,5,7,1,Guard,None,East,Individual,Available
701,Maharashtra,Pune,Koramangala,Apartment,4,1753,224.82,12824.87,2018,Semi-Furnished,11.0,15,6,1.0,3,2,1,Gated,Gym,South,Builder,Under Construction
702,West Bengal,Kolkata,Whitefield,Villa,3,1555,184.07,11837.3,1991,Unfurnished,18.0,23,33,9.0,6,6,2,Gated,Gym,South,Builder,Available
703,Rajasthan,Jodhpur,Powai,Apartment,4,1608,135.71,8439.68,1996,Unfurnished,8.0,12,28,9.0,5,4,1,Guard,Gym,North,Builder,Available
704,Tamil Nadu,Madurai,Electronic City,Apartment,2,956,95.42,9981.17,2022,Unfurnished,13.0,17,2,5.0,1,7,3,CCTV,Gym+Pool,West,Builder,Available
705,Delhi,New Delhi,Satellite,Apartment,5,2376,248.13,10443.18,2016,Semi-Furnished,21.0,24,8,4.0,1,7,2,Guard,All,East,Agent,Available
706,Karnataka,Bangalore,Electronic City,Villa,1,494,61.08,12364.37,1993,Semi-Furnished,19.0,21,31,0.0,3,7,3,Gated,All,North,Individual,Sold
707,Rajasthan,Jodhpur,Gomti Nagar,Penthouse,1,712,35.97,5051.97,2006,Unfurnished,6.0,12,18,0.0,6,4,3,Guard,Pool,North-East,Builder,Available
708,Delhi,Rohini,Electronic City,Villa,5,2163,208.62,9644.94,2018,Fully Furnished,,31,6,1.0,4,9,3,None,All,East,Individual,Available
709,Maharashtra,Mumbai,HSR Layout,Apartment,3,1301,102.24,7858.57,2012,Semi-Furnished,10.0,17,12,1.0,1,6,2,Guard,Gym+Pool,West,Individual,Available
710,Telangana,Karimnagar,Salt Lake,Penthouse,3,1477,53.94,3652.0,2020,Fully Furnished,1.0,3,4,0.0,1,8,2,CCTV,All,North,Individual,Available
711,Karnataka,Bangalore,Andheri,Penthouse,4,2186,357.16,16338.52,1996,Unfurnished,,10,28,3.0,1,9,3,None,Gym,West,Builder,Sold
712,Telangana,Warangal,Satellite,Villa,2,926,58.99,6370.41,2009,Fully Furnished,7.0,12,15,8.0,0,3,0,CCTV,Clubhouse,,Individual,Available
713,Maharashtra,Nagpur,Kondapur,Penthouse,4,2066,136.64,6613.75,1992,Fully Furnished,2.0,11,32,1.0,5,4,1,Guard,All,West,Builder,Available
714,Tamil Nadu,Coimbatore,Kondapur,Apartment,2,924,100.12,10835.5,2016,Semi-Furnished,23.0,31,8,4.0,4,6,3,CCTV,Pool,,Agent,Under Construction
715,Maharashtra,Pune,Kondapur,Apartment,4,1742,83.66,4802.53,2016,Semi-Furnished,8.0,13,8,2.0,5,3,1,CCTV,Gym,South-West,Agent,Under Construction
716,West Bengal,Siliguri,Gomti Nagar,House,2,782,29.86,3818.41,2021,Fully Furnished,22.0,30,3,0.0,6,9,3,Guard,Pool,South,Individual,Available
717,West Bengal,Kolkata,Whitefield,Apartment,3,1290,61.06,4733.33,1995,Fully Furnished,0.0,9,29,5.0,3,1,0,CCTV,Pool,South-West,Builder,Sold
718,Rajasthan,Udaipur,Satellite,Villa,3,1319,78.25,5932.52,1999,Fully Furnished,18.0,20,25,3.0,4,2,0,None,Gym+Pool,South,Builder,Under Construction
719,Rajasthan,Jaipur,Indiranagar,Villa,4,1707,143.07,8381.37,2006,Unfurnished,18.0,21,18,0.0,4,9,2,CCTV,Clubhouse,North,Individual,Available
720,Maharashtra,Nagpur,Banjara Hills,Apartment,1,630,69.55,11039.68,2020,Unfurnished,8.0,12,4,4.0,4,9,1,CCTV,Gym,North,Individual,Available
721,Telangana,Hyderabad,Indiranagar,Penthouse,4,1791,331.53,18510.89,1996,Unfurnished,21.0,28,28,1.0,4,4,1,Gated,Gym+Pool,North,Builder,Sold
722,Gujarat,Surat,HSR Layout,Apartment,3,1339,55.51,4145.63,2018,Semi-Furnished,4.0,8,6,9.0,1,3,3,Guard,Clubhouse,South,Agent,Available
723,Karnataka,Bangalore,Gomti Nagar,Apartment,3,1596,303.95,19044.49,2002,Semi-Furnished,17.0,21,22,8.0,7,3,0,Gated,None,East,Agent,Available
724,Rajasthan,Jodhpur,Satellite,Apartment,2,785,63.06,8033.12,2021,Semi-Furnished,3.0,8,3,0.0,0,7,0,CCTV,Gym,South,Individual,Available
725,Delhi,New Delhi,Satellite,Apartment,3,1286,163.3,12698.29,2016,Unfurnished,14.0,15,8,4.0,7,2,3,Gated,Pool,South,Individual,Available
726,Gujarat,Vadodara,Gachibowli,Apartment,5,2016,191.27,9487.6,2013,Fully Furnished,11.0,12,11,3.0,3,9,0,Guard,Gym,West,Agent,Available
727,Delhi,Rohini,HSR Layout,Apartment,2,722,47.59,6591.41,2012,Unfurnished,13.0,21,12,,5,3,2,Guard,None,West,Builder,Sold
728,Rajasthan,Udaipur,Banjara Hills,Apartment,2,842,84.82,10073.63,2016,Semi-Furnished,3.0,10,8,6.0,4,5,2,CCTV,None,South-West,Individual,Available
729,Karnataka,Mysore,Electronic City,Studio,4,1888,167.83,8889.3,2007,Semi-Furnished,12.0,21,17,7.0,7,1,1,None,Clubhouse,North,Agent,Available
730,Gujarat,Surat,Powai,Studio,2,957,105.84,11059.56,2021,Semi-Furnished,12.0,16,3,1.0,4,8,3,Gated,Gym,East,Agent,Under Construction
731,Maharashtra,Pune,Gachibowli,Apartment,3,1352,167.6,12396.45,2010,Fully Furnished,19.0,22,14,0.0,4,8,3,None,Gym,West,Individual,Sold
732,Karnataka,Bangalore,Whitefield,Apartment,2,911,58.54,6425.91,1998,Semi-Furnished,22.0,23,26,0.0,3,4,0,Guard,Gym,South,Builder,Available
733,Rajasthan,Jaipur,Koramangala,Apartment,3,1760,183.95,10451.7,2000,Fully Furnished,23.0,28,24,9.0,6,3,2,CCTV,None,West,Builder,Available
734,Delhi,New Delhi,Salt Lake,House,4,1669,199.0,11923.31,2016,Semi-Furnished,4.0,11,8,,5,6,2,CCTV,Gym,South-West,Agent,Available
735,Gujarat,Vadodara,Jubilee Hills,Villa,3,1463,136.52,9331.51,2002,Unfurnished,15.0,20,22,3.0,1,6,3,None,Gym,North,Individual,Under Construction
736,West Bengal,Siliguri,Thane,Apartment,2,987,47.66,4828.77,2018,Semi-Furnished,,13,6,4.0,1,3,3,CCTV,Gym+Pool,South,Agent,Available
737,Tamil Nadu,Chennai,Salt Lake,Apartment,3,1368,125.54,9176.9,2013,Semi-Furnished,16.0,21,11,9.0,0,1,1,None,Pool,North,Builder,Available
738,Gujarat,Ahmedabad,Salt Lake,House,4,1825,174.38,9555.07,2020,Fully Furnished,19.0,27,4,5.0,4,7,1,Gated,Clubhouse,,Agent,Sold
739,Telangana,Karimnagar,Banjara Hills,Apartment,5,2306,142.83,6193.84,2009,Fully Furnished,6.0,9,15,4.0,0,3,3,Guard,,South,Agent,Available
740,Tamil Nadu,Chennai,Gomti Nagar,House,2,875,103.2,11794.29,1998,Fully Furnished,22.0,24,26,5.0,7,2,3,CCTV,Gym+Pool,North-East,Individual,Available
741,Karnataka,Hubli,HSR Layout,House,2,889,90.53,10183.35,2019,,22.0,24,5,6.0,1,5,2,Guard,Gym+Pool,East,Individual,Under Construction
742,Maharashtra,Nagpur,Powai,Apartment,2,877,78.47,8947.55,1992,Fully Furnished,6.0,10,32,8.0,5,7,1,CCTV,Pool,North,Individual,Available
743,Gujarat,Ahmedabad,Andheri,Villa,3,1331,108.73,8169.05,1996,Unfurnished,0.0,6,28,1.0,4,6,2,None,None,North,Builder,Sold
744,Karnataka,Bangalore,Thane,House,3,1459,170.57,11690.88,2013,Semi-Furnished,1.0,4,11,2.0,0,5,0,Guard,All,South-West,Builder,Under Construction
745,Karnataka,Hubli,Andheri,Villa,2,926,90.87,9813.17,2020,,,22,4,1.0,0,8,1,Guard,All,West,Individual,Under Construction
746,Karnataka,Bangalore,Whitefield,House,5,2227,370.17,16621.91,1999,Unfurnished,23.0,31,25,9.0,5,4,1,None,Pool,North-East,Builder,Sold
747,Tamil Nadu,Coimbatore,HSR Layout,Studio,3,1692,98.42,5816.78,1999,Unfurnished,,9,25,0.0,2,6,2,Guard,Gym,West,Builder,Available
748,Telangana,Warangal,Electronic City,Apartment,4,1689,89.13,5277.09,1992,Unfurnished,4.0,13,32,,7,1,3,Guard,None,South-West,Builder,Available
749,Tamil Nadu,Chennai,Indiranagar,Apartment,1,300,23.9,7966.67,1992,Unfurnished,13.0,17,32,5.0,4,4,0,CCTV,Gym,South,Individual,Sold
750,Karnataka,Hubli,Thane,Apartment,2,849,66.76,7863.37,1990,Semi-Furnished,7.0,11,34,4.0,5,6,2,Gated,Gym,North-East,Individual,Under Construction
751,Rajasthan,Jaipur,Satellite,Penthouse,2,1021,119.87,11740.45,2022,Fully Furnished,12.0,17,2,4.0,7,1,2,None,Gym,,Builder,Available
752,Rajasthan,Udaipur,Gachibowli,Villa,3,1344,145.51,10826.64,1999,Semi-Furnished,13.0,15,25,9.0,6,1,1,Gated,None,South-West,Individual,Available
753,West Bengal,Siliguri,Koramangala,Apartment,2,914,53.06,5805.25,2001,Semi-Furnished,24.0,27,23,3.0,4,6,0,Gated,Gym,West,Builder,Under Construction
754,Karnataka,Mysore,Satellite,Apartment,4,1676,190.76,11381.86,1993,Unfurnished,23.0,29,31,0.0,6,7,0,Gated,All,North,Builder,Available
755,Gujarat,Ahmedabad,Gomti Nagar,Apartment,3,1545,205.57,13305.5,1999,Unfurnished,2.0,9,25,3.0,3,1,0,CCTV,,South,Builder,Under Construction
756,Maharashtra,Mumbai,Kondapur,House,2,920,104.83,11394.57,2013,Fully Furnished,8.0,16,11,6.0,7,3,1,None,Gym+Pool,West,Builder,Sold
757,West Bengal,Howrah,Gomti Nagar,Apartment,1,445,31.1,6988.76,2021,Semi-Furnished,9.0,12,3,7.0,1,1,2,Guard,None,East,Agent,Available
758,Rajasthan,Udaipur,HSR Layout,Apartment,5,2217,245.08,11054.58,2021,,3.0,8,3,4.0,1,8,1,None,All,South-West,Agent,Available
759,Tamil Nadu,Madurai,Thane,Apartment,4,1711,99.53,5817.07,2008,Fully Furnished,22.0,24,16,4.0,4,7,0,Guard,Gym+Pool,South,Individual,Available
760,Maharashtra,Nagpur,Jubilee Hills,Villa,4,1828,87.31,4776.26,2013,Semi-Furnished,4.0,11,11,2.0,0,1,2,Gated,Gym+Pool,North,Individual,Under Construction
761,Maharashtra,Pune,Satellite,Penthouse,2,988,85.3,8633.6,2021,Semi-Furnished,9.0,18,3,7.0,1,9,3,None,Gym,North,Builder,Available
762,Maharashtra,Mumbai,Thane,House,5,2259,430.04,19036.74,1993,Semi-Furnished,16.0,25,31,9.0,5,4,2,CCTV,Gym,North-East,Agent,Available
763,Delhi,Rohini,Gomti Nagar,Villa,3,1404,113.71,8099.0,2014,Unfurnished,9.0,18,10,6.0,7,8,0,Guard,Gym,South-West,Individual,Under Construction
764,Tamil Nadu,Coimbatore,Banjara Hills,Studio,1,562,21.75,3870.11,1994,Unfurnished,18.0,25,30,4.0,3,3,2,Guard,Clubhouse,South-West,Agent,Available
765,Karnataka,Bangalore,Koramangala,House,3,1405,184.33,13119.57,2022,Unfurnished,9.0,14,2,0.0,6,8,3,Guard,Gym+Pool,North-East,Agent,Under Construction
766,West Bengal,Siliguri,Kondapur,Apartment,5,2275,138.39,6083.08,1991,Unfurnished,11.0,15,33,6.0,4,1,2,Gated,Pool,South,Builder,Under Construction
767,Delhi,Dwarka,Whitefield,House,1,364,17.37,4771.98,2022,Fully Furnished,14.0,16,2,2.0,4,5,2,CCTV,None,South-West,Agent,Available
768,Maharashtra,Nagpur,Satellite,Villa,3,1486,141.12,9496.64,2018,Unfurnished,,26,6,2.0,5,4,0,CCTV,None,South-West,Individual,Available
769,Karnataka,Mysore,Whitefield,Apartment,1,490,52.14,10640.82,1994,Unfurnished,1.0,4,30,7.0,3,2,1,Gated,None,West,Agent,Under Construction
770,Delhi,Rohini,Indiranagar,House,2,1317,80.36,6101.75,1994,Unfurnished,1.0,7,30,6.0,5,6,0,Gated,Clubhouse,South,Individual,Sold
771,Telangana,Karimnagar,Satellite,Studio,4,1924,123.22,6404.37,2003,Unfurnished,18.0,23,21,3.0,6,2,3,Gated,Gym+Pool,South-West,Individual,Available
772,Telangana,Hyderabad,Thane,Apartment,2,942,71.45,7584.93,2004,Fully Furnished,19.0,23,20,6.0,2,5,1,Gated,All,South-West,Individual,Available
773,Maharashtra,Mumbai,Jubilee Hills,Apartment,3,1467,117.89,8036.13,2015,Semi-Furnished,21.0,26,9,8.0,4,3,1,CCTV,Gym+Pool,,Builder,Under Construction
774,Gujarat,Surat,Gomti Nagar,Apartment,3,969,44.64,4606.81,1997,Unfurnished,,10,27,8.0,2,8,2,None,Gym+Pool,East,Agent,Sold
775,Gujarat,Vadodara,Andheri,Apartment,2,994,88.75,8928.57,2015,Fully Furnished,,19,9,8.0,6,6,3,Guard,None,West,Builder,Available
776,Delhi,Dwarka,Powai,Apartment,3,1403,155.9,11111.9,2003,Unfurnished,,25,21,2.0,7,8,1,Gated,Gym+Pool,South,Agent,Available
777,Telangana,Karimnagar,Jubilee Hills,Villa,3,1255,69.56,5542.63,1998,Unfurnished,21.0,22,26,4.0,0,5,1,None,Clubhouse,South,Individual,Available
778,Delhi,New Delhi,Gachibowli,Apartment,4,1651,161.9,9806.18,1998,Semi-Furnished,9.0,11,26,3.0,7,1,0,None,Pool,South,Individual,Under Construction
779,West Bengal,Kolkata,Satellite,Apartment,3,1202,117.27,9756.24,2020,,9.0,13,4,1.0,2,3,1,None,None,North-East,Builder,Available
780,Telangana,Karimnagar,Koramangala,Apartment,3,1234,66.1,5356.56,1993,Unfurnished,1.0,4,31,5.0,7,8,0,Guard,All,South-West,Builder,Under Construction
781,Gujarat,Vadodara,Koramangala,Penthouse,3,1428,101.83,7130.95,2011,Semi-Furnished,9.0,15,13,8.0,0,2,3,None,Clubhouse,South-West,Individual,Available
782,Tamil Nadu,Chennai,HSR Layout,House,1,309,19.95,6456.31,1992,Fully Furnished,7.0,13,32,6.0,1,6,0,CCTV,Gym+Pool,North-East,Builder,Under Construction
783,Maharashtra,Mumbai,Powai,Apartment,1,451,59.77,13252.77,2006,Semi-Furnished,9.0,11,18,7.0,2,8,2,Guard,Pool,South,Agent,Sold
784,Rajasthan,Jaipur,Andheri,Apartment,1,373,14.0,3753.35,2022,Fully Furnished,16.0,17,2,9.0,5,8,3,Gated,Gym,South-West,Individual,Available
785,Delhi,Rohini,Satellite,House,4,1980,181.62,9172.73,1990,Semi-Furnished,3.0,6,34,4.0,4,5,0,Gated,Gym,West,Builder,Under Construction
786,Rajasthan,Jodhpur,HSR Layout,House,3,1531,76.82,5017.64,2018,Fully Furnished,17.0,19,6,5.0,1,5,1,Gated,Gym+Pool,North-East,Individual,Available
787,Rajasthan,Jaipur,Salt Lake,Apartment,3,1255,117.65,9374.5,1995,Semi-Furnished,12.0,13,29,5.0,4,6,0,Guard,Clubhouse,North-East,Agent,Under Construction
788,Rajasthan,Udaipur,Electronic City,Villa,1,715,67.34,9418.18,2012,Unfurnished,23.0,29,12,5.0,2,6,0,Gated,,South,Individual,Available
789,Tamil Nadu,Madurai,Salt Lake,Studio,2,843,73.5,8718.86,2006,Fully Furnished,13.0,17,18,8.0,6,6,1,Gated,Clubhouse,West,Individual,Available
790,Gujarat,Ahmedabad,Kondapur,Apartment,3,1151,73.77,6409.21,2016,,18.0,19,8,2.0,0,4,2,Guard,Pool,North,Agent,Available
791,Delhi,Dwarka,Koramangala,House,3,1297,82.78,6382.42,2004,Fully Furnished,6.0,7,20,6.0,1,6,0,None,Gym+Pool,North-East,Agent,Available
792,West Bengal,Kolkata,Thane,Apartment,3,1221,111.77,9153.97,2016,Fully Furnished,8.0,17,8,0.0,0,5,0,None,Pool,North,Builder,Available
793,Gujarat,Ahmedabad,Kondapur,Apartment,2,863,68.17,7899.19,2008,Fully Furnished,16.0,17,16,9.0,1,7,3,Gated,Gym+Pool,West,Builder,Available
794,Tamil Nadu,Madurai,Whitefield,Apartment,4,1705,99.02,5807.62,2004,Fully Furnished,9.0,17,20,8.0,3,7,0,CCTV,Gym+Pool,South,Agent,Under Construction
795,Maharashtra,Mumbai,Electronic City,Apartment,4,1896,198.79,10484.7,1995,Unfurnished,14.0,20,29,4.0,5,5,1,None,Clubhouse,West,Individual,Available
796,Delhi,New Delhi,Powai,Penthouse,4,1726,189.3,10967.56,2017,Fully Furnished,21.0,29,7,4.0,5,8,0,CCTV,Gym+Pool,North,Builder,Available
797,Rajasthan,Jaipur,Andheri,Villa,2,1074,93.81,8734.64,1996,Semi-Furnished,,22,28,,1,7,3,CCTV,Gym+Pool,,Individual,Under Construction
798,Gujarat,Surat,Satellite,Villa,3,1322,155.38,11753.4,1990,Unfurnished,8.0,14,34,4.0,4,6,1,Guard,Pool,North,Individual,Available
799,Tamil Nadu,Madurai,Gomti Nagar,Apartment,4,1767,196.99,11148.27,2004,Unfurnished,,22,20,9.0,5,6,1,None,Pool,North,Individual,Sold
800,Delhi,New Delhi,Electronic City,Apartment,5,2155,139.37,6467.29,1999,Fully Furnished,23.0,29,25,2.0,2,9,1,None,None,North,Builder,Under Construction
801,Telangana,Hyderabad,Powai,Villa,4,1449,272.18,18783.99,1999,Unfurnished,17.0,24,25,3.0,1,6,2,CCTV,All,South,Individual,Available
802,Maharashtra,Pune,Satellite,Apartment,1,613,65.69,10716.15,2007,Fully Furnished,0.0,4,17,6.0,2,4,0,Gated,Pool,North-East,Agent,Available
803,Gujarat,Surat,Gachibowli,Apartment,4,1518,71.24,4693.02,2008,Fully Furnished,11.0,18,16,3.0,4,9,1,CCTV,All,North-East,Individual,Sold
804,Karnataka,Hubli,Kondapur,Apartment,2,1007,78.61,7806.36,2010,Semi-Furnished,16.0,24,14,8.0,0,8,1,CCTV,Pool,West,Individual,Sold
805,Tamil Nadu,Coimbatore,Jubilee Hills,Studio,2,890,84.25,9466.29,2003,Unfurnished,,4,21,5.0,5,1,2,Guard,All,South-West,Agent,Sold
806,Telangana,Warangal,Powai,Apartment,5,2057,81.1,3942.63,1993,Semi-Furnished,17.0,19,31,3.0,5,5,2,Guard,Clubhouse,North-East,Builder,Available
807,Rajasthan,Jaipur,Thane,Apartment,1,350,26.51,7574.29,1999,Fully Furnished,12.0,16,25,8.0,5,4,1,Guard,Pool,East,Agent,Available
808,Rajasthan,Jaipur,Kondapur,Apartment,1,412,20.43,4958.74,2007,Unfurnished,23.0,30,17,6.0,4,8,1,CCTV,All,North-East,Builder,Sold
809,Tamil Nadu,Madurai,Thane,Apartment,3,1404,132.28,9421.65,2012,Semi-Furnished,15.0,16,12,7.0,6,3,3,CCTV,Clubhouse,North,Individual,Available
810,Karnataka,Mysore,Jubilee Hills,Apartment,3,1330,126.07,9478.95,1996,Semi-Furnished,18.0,19,28,4.0,7,2,3,Guard,All,South,Builder,Available
811,West Bengal,Kolkata,Gachibowli,Apartment,2,1032,120.43,11669.57,2003,Fully Furnished,5.0,11,21,8.0,0,8,1,Guard,Gym+Pool,North-East,Agent,Available
812,Gujarat,Surat,Kondapur,Apartment,2,1214,80.19,6605.44,1995,Semi-Furnished,0.0,9,29,3.0,6,2,0,None,None,North-East,Individual,Under Construction
813,Rajasthan,Jaipur,Satellite,Villa,4,1958,93.21,4760.47,2002,Semi-Furnished,19.0,28,22,8.0,0,6,1,Guard,Gym,West,Individual,Sold
814,West Bengal,Kolkata,Jubilee Hills,Apartment,4,1859,65.99,3549.76,2013,Unfurnished,18.0,19,11,3.0,7,3,1,CCTV,None,West,Individual,Available
815,Maharashtra,Nagpur,Electronic City,Apartment,3,1238,120.58,9739.9,1998,Semi-Furnished,18.0,19,26,,7,5,2,Guard,Gym+Pool,North-East,Individual,Under Construction
816,West Bengal,Siliguri,HSR Layout,Apartment,2,681,39.22,5759.18,2017,,22.0,28,7,1.0,7,4,0,None,None,East,Individual,Available
817,Tamil Nadu,Madurai,Andheri,Apartment,3,1344,120.37,8956.1,2021,Semi-Furnished,8.0,16,3,9.0,2,7,2,CCTV,Clubhouse,West,Individual,Sold
818,Telangana,Hyderabad,Powai,Villa,2,939,137.59,14652.82,2002,Fully Furnished,23.0,26,22,0.0,5,2,1,CCTV,Gym,East,Builder,Available
819,Telangana,Hyderabad,Satellite,House,2,905,75.42,8333.7,1993,Unfurnished,3.0,5,31,3.0,4,5,3,CCTV,Gym,North,Builder,Available
820,Rajasthan,Jaipur,Thane,House,3,1214,71.43,5883.86,2000,Unfurnished,24.0,28,24,9.0,2,6,2,Guard,All,East,Individual,Sold
821,Rajasthan,Udaipur,Jubilee Hills,Apartment,2,740,50.07,6766.22,1998,Unfurnished,7.0,15,26,2.0,4,3,1,Gated,,West,Builder,Sold
822,Tamil Nadu,Chennai,Whitefield,Apartment,2,777,76.83,9888.03,2007,,23.0,25,17,,4,2,1,CCTV,All,North-East,Builder,Under Construction
823,Rajasthan,Jaipur,Electronic City,Apartment,1,332,27.63,8322.29,2006,Unfurnished,22.0,24,18,5.0,4,5,0,Guard,Gym+Pool,South,Builder,Available
824,Maharashtra,Nagpur,Thane,Villa,2,1231,108.68,8828.59,1991,Unfurnished,,8,33,6.0,5,1,3,None,Gym,East,Builder,Under Construction
825,Karnataka,Hubli,Kondapur,House,2,641,41.23,6432.14,2006,Unfurnished,6.0,12,18,2.0,0,5,1,Gated,Pool,North-East,Builder,Available
826,Maharashtra,Mumbai,HSR Layout,Studio,4,1767,309.52,17516.69,2001,Fully Furnished,4.0,6,23,3.0,2,2,0,Gated,,West,Agent,Available
827,Gujarat,Ahmedabad,Kondapur,Apartment,3,1419,111.12,7830.87,2019,Semi-Furnished,8.0,11,5,1.0,1,5,2,Gated,Pool,South-West,Individual,Sold
828,Gujarat,Vadodara,Electronic City,House,3,1333,47.06,3530.38,2021,Unfurnished,12.0,14,3,6.0,5,7,2,Guard,All,West,Individual,Under Construction
829,Gujarat,Vadodara,Kondapur,House,3,1487,158.65,10669.13,2014,Unfurnished,1.0,10,10,6.0,1,8,0,CCTV,Clubhouse,North,Agent,Under Construction
830,Gujarat,Vadodara,Andheri,Villa,1,822,83.33,10137.47,2019,Fully Furnished,13.0,16,5,5.0,7,3,0,Guard,Gym,North-East,Builder,Under Construction
831,Delhi,New Delhi,Koramangala,Penthouse,1,665,58.7,8827.07,1993,Semi-Furnished,1.0,3,31,1.0,5,6,2,None,All,South,Agent,Available
832,Rajasthan,Jodhpur,Powai,Villa,3,1217,138.58,11387.02,2015,Fully Furnished,3.0,6,9,9.0,5,9,2,Guard,Gym+Pool,South,Agent,Available
833,Gujarat,Ahmedabad,Powai,Apartment,2,844,52.95,6273.7,2010,Fully Furnished,21.0,28,14,1.0,1,9,1,CCTV,Clubhouse,South,Agent,Under Construction
834,Delhi,New Delhi,Satellite,Studio,4,1519,133.01,8756.42,2017,Unfurnished,17.0,18,7,5.0,0,7,0,CCTV,Gym+Pool,North-East,Builder,Available
835,Maharashtra,Mumbai,Gachibowli,Villa,3,1135,94.13,8293.39,2009,Semi-Furnished,5.0,8,15,6.0,2,3,2,Guard,Pool,West,Agent,Available
836,Delhi,Dwarka,Whitefield,Apartment,2,611,31.99,5235.68,2007,Fully Furnished,13.0,15,17,1.0,0,4,1,Guard,,East,Individual,Sold
837,Delhi,Dwarka,Kondapur,Penthouse,3,1547,86.16,5569.49,1999,Fully Furnished,18.0,24,25,,7,8,0,Guard,All,East,Individual,Available
838,Tamil Nadu,Coimbatore,Banjara Hills,Apartment,4,1480,89.32,6035.14,2010,Unfurnished,11.0,12,14,3.0,7,1,0,CCTV,Gym+Pool,South-West,Individual,Available
839,Gujarat,Surat,Satellite,House,3,1271,138.72,10914.24,1997,Semi-Furnished,21.0,30,27,2.0,5,5,2,CCTV,Clubhouse,West,Agent,Under Construction
840,Karnataka,Bangalore,Salt Lake,House,2,919,104.59,11380.85,2009,Fully Furnished,1.0,3,15,2.0,1,1,1,Gated,,North-East,Individual,Under Construction
841,West Bengal,Kolkata,Indiranagar,Apartment,2,993,92.81,9346.42,1999,Fully Furnished,11.0,13,25,9.0,6,9,0,Guard,None,North-East,Individual,Available
